1.109, 4.671, -0.204
1.099, 4.677, -0.204
1.088, 4.683, -0.204
1.077, 4.687, -0.204
1.066, 4.693, -0.204
1.055, 4.698, -0.203
1.044, 4.702, -0.203
1.033, 4.708, -0.203
1.022, 4.713, -0.203
1.011, 4.717, -0.203
0.999, 4.722, -0.203
0.989, 4.728, -0.203
0.977, 4.732, -0.203
0.966, 4.737, -0.203
0.955, 4.741, -0.203
0.944, 4.746, -0.203
0.932, 4.751, -0.203
0.921, 4.755, -0.202
0.910, 4.760, -0.202
0.899, 4.764, -0.202
0.887, 4.769, -0.202
0.876, 4.772, -0.202
0.864, 4.777, -0.202
0.853, 4.781, -0.202
0.842, 4.786, -0.202
0.830, 4.789, -0.202
0.819, 4.793, -0.202
0.807, 4.798, -0.202
0.796, 4.801, -0.201
0.784, 4.806, -0.201
0.773, 4.809, -0.201
0.761, 4.813, -0.201
1.146, 4.755, -0.203
1.135, 4.762, -0.203
1.124, 4.768, -0.204
1.113, 4.773, -0.204
1.102, 4.780, -0.204
1.091, 4.785, -0.204
1.080, 4.791, -0.204
1.068, 4.796, -0.204
1.057, 4.801, -0.203
1.045, 4.806, -0.203
1.034, 4.810, -0.203
1.022, 4.816, -0.203
1.011, 4.821, -0.203
0.999, 4.826, -0.203
0.988, 4.831, -0.203
0.976, 4.835, -0.203
0.964, 4.840, -0.203
0.953, 4.845, -0.203
0.941, 4.850, -0.203
0.929, 4.854, -0.202
0.918, 4.859, -0.202
0.906, 4.862, -0.202
0.894, 4.867, -0.202
0.882, 4.872, -0.202
0.871, 4.877, -0.202
0.859, 4.881, -0.202
0.847, 4.884, -0.202
0.835, 4.889, -0.202
0.823, 4.892, -0.202
0.811, 4.897, -0.202
0.800, 4.902, -0.202
0.788, 4.905, -0.201
1.185, 4.844, -0.203
1.174, 4.852, -0.203
1.162, 4.857, -0.203
1.152, 4.865, -0.203
1.140, 4.870, -0.203
1.128, 4.876, -0.204
1.117, 4.884, -0.204
1.106, 4.889, -0.204
1.094, 4.895, -0.204
1.082, 4.900, -0.204
1.070, 4.905, -0.204
1.059, 4.911, -0.203
1.047, 4.916, -0.203
1.035, 4.921, -0.203
1.023, 4.926, -0.203
1.011, 4.931, -0.203
0.999, 4.936, -0.203
0.987, 4.941, -0.203
0.975, 4.946, -0.203
0.963, 4.951, -0.203
0.950, 4.955, -0.203
0.938, 4.959, -0.203
0.926, 4.964, -0.202
0.914, 4.969, -0.202
0.902, 4.974, -0.202
0.890, 4.978, -0.202
0.877, 4.982, -0.202
0.865, 4.987, -0.202
0.853, 4.992, -0.202
0.840, 4.995, -0.202
0.828, 5.000, -0.202
0.816, 5.003, -0.202
1.226, 4.940, -0.203
1.215, 4.947, -0.203
1.203, 4.953, -0.203
1.191, 4.959, -0.203
1.180, 4.967, -0.203
1.168, 4.973, -0.203
1.156, 4.979, -0.203
1.145, 4.987, -0.203
1.133, 4.993, -0.204
1.121, 4.999, -0.204
1.109, 5.005, -0.204
1.097, 5.011, -0.204
1.085, 5.018, -0.204
1.073, 5.023, -0.204
1.060, 5.028, -0.204
1.048, 5.033, -0.203
1.035, 5.038, -0.203
1.023, 5.043, -0.203
1.010, 5.048, -0.203
0.998, 5.054, -0.203
0.985, 5.057, -0.203
0.972, 5.062, -0.203
0.960, 5.067, -0.203
0.948, 5.072, -0.203
0.935, 5.077, -0.203
0.922, 5.081, -0.202
0.910, 5.086, -0.202
0.897, 5.091, -0.202
0.884, 5.094, -0.202
0.872, 5.100, -0.202
0.859, 5.105, -0.202
0.846, 5.108, -0.202
1.271, 5.042, -0.202
1.259, 5.050, -0.203
1.247, 5.056, -0.203
1.235, 5.062, -0.203
1.223, 5.070, -0.203
1.211, 5.077, -0.203
1.198, 5.083, -0.203
1.186, 5.089, -0.203
1.174, 5.097, -0.203
1.162, 5.104, -0.203
1.150, 5.110, -0.203
1.137, 5.116, -0.203
1.125, 5.123, -0.204
1.112, 5.129, -0.204
1.100, 5.136, -0.204
1.087, 5.141, -0.204
1.074, 5.146, -0.204
1.061, 5.152, -0.204
1.048, 5.157, -0.203
1.035, 5.162, -0.203
1.022, 5.168, -0.203
1.010, 5.173, -0.203
0.997, 5.178, -0.203
0.984, 5.184, -0.203
0.970, 5.187, -0.203
0.957, 5.192, -0.203
0.944, 5.198, -0.203
0.931, 5.203, -0.203
0.918, 5.207, -0.202
0.905, 5.212, -0.202
0.892, 5.217, -0.202
0.879, 5.221, -0.202
1.319, 5.151, -0.202
1.306, 5.158, -0.202
1.294, 5.166, -0.202
1.281, 5.173, -0.202
1.268, 5.179, -0.202
1.256, 5.188, -0.203
1.244, 5.195, -0.203
1.231, 5.201, -0.203
1.218, 5.208, -0.203
1.205, 5.214, -0.203
1.193, 5.223, -0.203
1.180, 5.230, -0.203
1.167, 5.236, -0.203
1.154, 5.243, -0.203
1.142, 5.250, -0.203
1.129, 5.256, -0.204
1.116, 5.263, -0.204
1.103, 5.270, -0.204
1.090, 5.276, -0.204
1.076, 5.281, -0.204
1.063, 5.287, -0.204
1.049, 5.292, -0.203
1.035, 5.296, -0.203
1.022, 5.301, -0.203
1.009, 5.307, -0.203
0.995, 5.313, -0.203
0.982, 5.318, -0.203
0.968, 5.322, -0.203
0.954, 5.327, -0.203
0.941, 5.333, -0.203
0.927, 5.336, -0.202
0.913, 5.342, -0.202
1.369, 5.267, -0.202
1.357, 5.276, -0.202
1.344, 5.283, -0.202
1.331, 5.292, -0.202
1.318, 5.299, -0.202
1.305, 5.306, -0.202
1.292, 5.313, -0.202
1.279, 5.321, -0.202
1.266, 5.328, -0.202
1.253, 5.335, -0.203
1.239, 5.342, -0.203
1.226, 5.349, -0.203
1.213, 5.356, -0.203
1.199, 5.363, -0.203
1.186, 5.370, -0.203
1.173, 5.379, -0.203
1.160, 5.386, -0.203
1.146, 5.391, -0.203
1.132, 5.398, -0.204
1.119, 5.405, -0.204
1.105, 5.413, -0.204
1.092, 5.419, -0.204
1.078, 5.425, -0.204
1.064, 5.431, -0.204
1.050, 5.436, -0.203
1.035, 5.440, -0.203
1.021, 5.446, -0.203
1.007, 5.452, -0.203
0.994, 5.458, -0.203
0.979, 5.461, -0.203
0.965, 5.467, -0.203
0.950, 5.471, -0.203
1.425, 5.394, -0.201
1.411, 5.401, -0.201
1.398, 5.411, -0.201
1.384, 5.418, -0.202
1.371, 5.425, -0.202
1.358, 5.435, -0.202
1.344, 5.442, -0.202
1.330, 5.449, -0.202
1.317, 5.457, -0.202
1.303, 5.464, -0.202
1.290, 5.473, -0.202
1.276, 5.481, -0.202
1.262, 5.488, -0.203
1.248, 5.495, -0.203
1.235, 5.503, -0.203
1.221, 5.510, -0.203
1.207, 5.517, -0.203
1.193, 5.525, -0.203
1.179, 5.532, -0.203
1.165, 5.540, -0.203
1.151, 5.547, -0.203
1.137, 5.555, -0.203
1.122, 5.560, -0.204
1.108, 5.567, -0.204
1.094, 5.574, -0.204
1.080, 5.580, -0.204
1.065, 5.586, -0.204
1.050, 5.590, -0.203
1.035, 5.596, -0.203
1.021, 5.602, -0.203
1.006, 5.606, -0.203
0.991, 5.612, -0.203
1.483, 5.529, -0.201
1.470, 5.539, -0.201
1.456, 5.547, -0.201
1.442, 5.554, -0.201
1.429, 5.564, -0.201
1.414, 5.572, -0.201
1.400, 5.580, -0.201
1.386, 5.587, -0.202
1.373, 5.597, -0.202
1.358, 5.605, -0.202
1.344, 5.613, -0.202
1.329, 5.620, -0.202
1.315, 5.628, -0.202
1.301, 5.636, -0.202
1.286, 5.644, -0.202
1.272, 5.651, -0.202
1.257, 5.659, -0.203
1.243, 5.667, -0.203
1.229, 5.675, -0.203
1.214, 5.683, -0.203
1.200, 5.690, -0.203
1.185, 5.698, -0.203
1.170, 5.706, -0.203
1.156, 5.714, -0.203
1.141, 5.719, -0.203
1.126, 5.727, -0.204
1.111, 5.735, -0.204
1.097, 5.743, -0.204
1.081, 5.747, -0.204
1.066, 5.753, -0.204
1.051, 5.759, -0.203
1.035, 5.763, -0.203
1.551, 5.684, -0.201
1.536, 5.692, -0.201
1.521, 5.700, -0.201
1.508, 5.710, -0.202
1.493, 5.718, -0.202
1.478, 5.726, -0.202
1.463, 5.733, -0.202
1.449, 5.744, -0.202
1.434, 5.752, -0.202
1.419, 5.759, -0.202
1.404, 5.767, -0.202
1.389, 5.775, -0.202
1.373, 5.783, -0.202
1.358, 5.791, -0.202
1.343, 5.798, -0.202
1.328, 5.806, -0.202
1.313, 5.814, -0.202
1.298, 5.822, -0.202
1.283, 5.830, -0.202
1.267, 5.838, -0.202
1.252, 5.846, -0.203
1.237, 5.854, -0.203
1.222, 5.862, -0.203
1.207, 5.871, -0.203
1.192, 5.879, -0.203
1.176, 5.885, -0.203
1.160, 5.893, -0.203
1.145, 5.901, -0.203
1.130, 5.910, -0.204
1.114, 5.915, -0.204
1.099, 5.924, -0.204
